id,details,time,location,preference,time_request,score,rating,time2
tblum963,,25,,5,26.73,0.9578000000000001,1,20
tblum963,,25,,5,6.76,3.7536000000000005,1,20
tblum963,,25,,5,0.96,4.5656,1,20
tblum963,,25,,5,14.95,2.607,1,20
tblum963,,25,,5,6.71,3.7606,1,20
tblum963,,25,,5,4.22,4.1092,1,20
tblum963,,25,,5,17.7,2.2220000000000004,1,20
tblum963,,25,,5,9.59,3.3574000000000006,1,20
tblum963,,25,,5,23.76,1.3736,1,20
cnewsted856,,15,,2,1.54,2.8844000000000003,3,25
cnewsted856,,15,,2,12.15,1.5990000000000002,3,25
cnewsted856,,15,,2,4.36,2.4896000000000003,3,25
cnewsted856,,15,,2,20.01,0.29859999999999975,3,25
cnewsted856,,15,,2,1.08,2.9488000000000003,3,25
cnewsted856,,15,,2,14.28,1.1008,3,25
cnewsted856,,15,,2,17.4,0.6640000000000001,3,25
cnewsted856,,15,,2,28.02,-0.8228000000000002,3,25
cnewsted856,,15,,2,11.22,1.7292,3,25
cnewsted856,,15,,2,10.6,1.616,3,25
cnewsted856,,15,,2,16.49,0.7914000000000002,3,25
cnewsted856,,15,,2,6.26,2.2236000000000002,3,25
cnewsted856,,15,,2,26.02,-0.5428000000000002,3,25
cnewsted856,,15,,2,27.0,-0.6800000000000002,3,25
cnewsted856,,15,,2,18.93,0.4498,3,25
cnewsted856,,15,,2,16.28,0.8207999999999999,3,25
cnewsted856,,15,,2,10.72,1.7992000000000001,3,25
cnewsted856,,15,,2,4.08,2.5288000000000004,3,25
cnewsted856,,15,,2,0.64,3.0104,3,25
cnewsted856,,15,,2,14.37,1.0882,3,25
cnewsted856,,15,,2,7.52,2.0472,3,25
cnewsted856,,15,,2,5.62,2.3132,3,25
cnewsted856,,15,,2,14.62,1.2532000000000003,3,25
cnewsted856,,15,,2,24.2,-0.08799999999999986,3,25
cnewsted856,,15,,2,1.18,3.1348000000000003,3,25
cnewsted856,,15,,2,8.05,1.9729999999999999,3,25
cnewsted856,,15,,2,27.3,-0.7220000000000002,3,25
cnewsted856,,15,,2,27.49,-0.7485999999999999,3,25
cnewsted856,,15,,2,27.07,-0.6898000000000002,3,25
cnewsted856,,15,,2,16.69,0.7633999999999999,3,25
cnewsted856,,15,,2,28.14,-0.8396000000000003,3,25
cnewsted856,,15,,2,3.42,2.6212,3,25
cnewsted856,,15,,2,25.35,-0.4490000000000003,3,25
cnewsted856,,15,,2,26.75,-0.44500000000000006,3,25
cnewsted856,,15,,2,3.29,2.6394,3,25
cnewsted856,,15,,2,3.57,2.6002,3,25
cnewsted856,,15,,2,29.35,-1.0090000000000003,3,25
cnewsted856,,15,,2,25.99,-0.5386,3,25
cnewsted856,,15,,2,23.19,-0.14660000000000029,3,25
cnewsted856,,15,,2,2.61,2.7346000000000004,3,25
cnewsted856,,15,,2,10.5,1.8300000000000003,3,25
cnewsted856,,15,,2,26.73,-0.6422000000000003,3,25
cnewsted856,,15,,2,6.76,2.3536,3,25
cnewsted856,,15,,2,0.96,2.9656000000000002,3,25
cnewsted856,,15,,2,14.95,1.0070000000000001,3,25
cnewsted856,,15,,2,6.71,2.1606,3,25
cnewsted856,,15,,2,4.22,2.5092000000000003,3,25
cnewsted856,,15,,2,17.7,0.6220000000000001,3,25
cnewsted856,,15,,2,9.59,1.7574,3,25
cnewsted856,,15,,2,23.76,-0.0264000000000002,3,25
tlasagna899,,30,,4,1.54,5.1844,2,25
tlasagna899,,30,,4,12.15,3.6990000000000007,2,25
tlasagna899,,30,,4,4.36,4.7896,2,25
tlasagna899,,30,,4,20.01,2.5986000000000002,2,25
tlasagna899,,30,,4,1.08,5.248800000000001,2,25
tlasagna899,,30,,4,14.28,3.4008000000000003,2,25
tlasagna899,,30,,4,17.4,2.9640000000000004,2,25
tlasagna899,,30,,4,28.02,1.4772000000000003,2,25
tlasagna899,,30,,4,11.22,3.8292000000000006,2,25
tlasagna899,,30,,4,10.6,3.9160000000000004,2,25
tlasagna899,,30,,4,16.49,3.0914000000000006,2,25
tlasagna899,,30,,4,6.26,4.523600000000001,2,25
tlasagna899,,30,,4,26.02,1.7572000000000003,2,25
tlasagna899,,30,,4,27.0,1.8200000000000003,2,25
tlasagna899,,30,,4,18.93,2.7498000000000005,2,25
tlasagna899,,30,,4,16.28,3.1208,2,25
tlasagna899,,30,,4,10.72,3.8992000000000004,2,25
tlasagna899,,30,,4,4.08,4.828800000000001,2,25
tlasagna899,,30,,4,0.64,5.3104000000000005,2,25
tlasagna899,,30,,4,14.37,3.3882000000000003,2,25
tlasagna899,,30,,4,7.52,4.347200000000001,2,25
tlasagna899,,30,,4,5.62,4.613200000000001,2,25
tlasagna899,,30,,4,14.62,3.3532000000000006,2,25
tlasagna899,,30,,4,24.2,2.0120000000000005,2,25
tlasagna899,,30,,4,1.18,5.234800000000001,2,25
tlasagna899,,30,,4,8.05,4.273000000000001,2,25
tlasagna899,,30,,4,27.3,1.578,2,25
tlasagna899,,30,,4,27.49,1.7514000000000003,2,25
tlasagna899,,30,,4,27.07,1.6102000000000003,2,25
tlasagna899,,30,,4,16.69,3.0634,2,25
tlasagna899,,30,,4,28.14,1.4604000000000001,2,25
tlasagna899,,30,,4,3.42,4.921200000000001,2,25
tlasagna899,,30,,4,25.35,2.051,2,25
tlasagna899,,30,,4,26.75,1.6550000000000002,2,25
tlasagna899,,30,,4,3.29,4.939400000000001,2,25
tlasagna899,,30,,4,3.57,4.9002,2,25
tlasagna899,,30,,4,29.35,1.291,2,25
tlasagna899,,30,,4,25.99,1.7614000000000005,2,25
tlasagna899,,30,,4,23.19,2.1534,2,25
tlasagna899,,30,,4,2.61,5.034600000000001,2,25
tlasagna899,,30,,4,10.5,3.9300000000000006,2,25
tlasagna899,,30,,4,26.73,1.6578000000000002,2,25
tlasagna899,,30,,4,6.76,4.453600000000001,2,25
tlasagna899,,30,,4,0.96,5.2656,2,25
tlasagna899,,30,,4,14.95,3.3070000000000004,2,25
tlasagna899,,30,,4,6.71,4.4606,2,25
tlasagna899,,30,,4,4.22,4.809200000000001,2,25
tlasagna899,,30,,4,17.7,2.9220000000000006,2,25
tlasagna899,,30,,4,9.59,4.0574,2,25
tlasagna899,,30,,4,23.76,2.0736,2,25
spean542,,30,,5,1.54,5.1844,1,30
spean542,,30,,5,12.15,3.6990000000000007,1,30
spean542,,30,,5,4.36,4.7896,1,30
spean542,,30,,5,20.01,2.5986000000000002,1,30
spean542,,30,,5,1.08,5.248800000000001,1,30
spean542,,30,,5,14.28,3.4008000000000003,1,30
spean542,,30,,5,17.4,2.9640000000000004,1,30
spean542,,30,,5,28.02,1.4772000000000003,1,30
spean542,,30,,5,11.22,3.8292000000000006,1,30
spean542,,30,,5,10.6,3.9160000000000004,1,30
spean542,,30,,5,16.49,3.0914000000000006,1,30
spean542,,30,,5,6.26,4.523600000000001,1,30
spean542,,30,,5,26.02,1.7572000000000003,1,30
spean542,,30,,5,27.0,1.8200000000000003,1,30
spean542,,30,,5,18.93,2.7498000000000005,1,30
spean542,,30,,5,16.28,3.1208,1,30
spean542,,30,,5,10.72,3.8992000000000004,1,30
spean542,,30,,5,4.08,4.828800000000001,1,30
spean542,,30,,5,0.64,5.3104000000000005,1,30
spean542,,30,,5,14.37,3.3882000000000003,1,30
spean542,,30,,5,7.52,4.347200000000001,1,30
spean542,,30,,5,5.62,4.613200000000001,1,30
spean542,,30,,5,14.62,3.3532000000000006,1,30
spean542,,30,,5,24.2,2.0120000000000005,1,30
spean542,,30,,5,1.18,5.234800000000001,1,30
spean542,,30,,5,8.05,4.273000000000001,1,30
spean542,,30,,5,27.3,1.578,1,30
spean542,,30,,5,27.49,1.7514000000000003,1,30
spean542,,30,,5,27.07,1.6102000000000003,1,30
spean542,,30,,5,16.69,3.0634,1,30
spean542,,30,,5,28.14,1.4604000000000001,1,30
spean542,,30,,5,3.42,4.921200000000001,1,30
spean542,,30,,5,25.35,2.051,1,30
spean542,,30,,5,26.75,1.6550000000000002,1,30
spean542,,30,,5,3.29,4.939400000000001,1,30
spean542,,30,,5,3.57,4.9002,1,30
spean542,,30,,5,29.35,1.291,1,30
spean542,,30,,5,25.99,1.7614000000000005,1,30
spean542,,30,,5,23.19,2.1534,1,30
spean542,,30,,5,2.61,5.034600000000001,1,30
spean542,,30,,5,10.5,3.9300000000000006,1,30
spean542,,30,,5,26.73,1.6578000000000002,1,30
spean542,,30,,5,6.76,4.453600000000001,1,30
spean542,,30,,5,0.96,5.2656,1,30
spean542,,30,,5,14.95,3.3070000000000004,1,30
spean542,,30,,5,6.71,4.4606,1,30
spean542,,30,,5,4.22,4.809200000000001,1,30
spean542,,30,,5,17.7,2.9220000000000006,1,30
spean542,,30,,5,9.59,4.0574,1,30
spean542,,30,,5,23.76,2.0736,1,30
shantzarid218,,15,,1,1.54,2.4844000000000004,2,25
shantzarid218,,15,,1,12.15,0.9990000000000001,2,25
shantzarid218,,15,,1,4.36,2.0896000000000003,2,25
shantzarid218,,15,,1,20.01,-0.10140000000000016,2,25
shantzarid218,,15,,1,1.08,2.5488,2,25
shantzarid218,,15,,1,14.28,0.7008000000000002,2,25
shantzarid218,,15,,1,17.4,0.26400000000000023,2,25
shantzarid218,,15,,1,28.02,-1.2228,2,25
shantzarid218,,15,,1,11.22,1.1292,2,25
shantzarid218,,15,,1,10.6,1.2160000000000002,2,25
shantzarid218,,15,,1,16.49,0.3914000000000003,2,25
shantzarid218,,15,,1,6.26,1.8236000000000003,2,25
shantzarid218,,15,,1,26.02,-0.9428000000000001,2,25
shantzarid218,,15,,1,27.0,-1.08,2,25
shantzarid218,,15,,1,18.93,0.049800000000000066,2,25
shantzarid218,,15,,1,16.28,0.42079999999999995,2,25
shantzarid218,,15,,1,10.72,1.1992,2,25
shantzarid218,,15,,1,4.08,2.1288,2,25
shantzarid218,,15,,1,0.64,2.6104000000000003,2,25
shantzarid218,,15,,1,14.37,0.8882000000000001,2,25
shantzarid218,,15,,1,7.52,1.6472000000000002,2,25
shantzarid218,,15,,1,5.62,2.1132,2,25
shantzarid218,,15,,1,14.62,0.6532000000000002,2,25
shantzarid218,,15,,1,24.2,-0.688,2,25
shantzarid218,,15,,1,1.18,2.5348000000000006,2,25
shantzarid218,,15,,1,8.05,1.573,2,25
shantzarid218,,15,,1,27.3,-1.122,2,25
shantzarid218,,15,,1,27.49,-1.1485999999999998,2,25
shantzarid218,,15,,1,27.07,-1.0898,2,25
shantzarid218,,15,,1,16.69,0.3633999999999999,2,25
shantzarid218,,15,,1,28.14,-1.2396000000000003,2,25
shantzarid218,,15,,1,3.42,2.2212000000000005,2,25
shantzarid218,,15,,1,25.35,-0.8490000000000002,2,25
shantzarid218,,15,,1,26.75,-1.0450000000000002,2,25
shantzarid218,,15,,1,3.29,2.2394000000000003,2,25
shantzarid218,,15,,1,3.57,2.4002,2,25
shantzarid218,,15,,1,29.35,-1.4090000000000003,2,25
shantzarid218,,15,,1,25.99,-0.7385999999999999,2,25
shantzarid218,,15,,1,23.19,-0.5466000000000002,2,25
shantzarid218,,15,,1,2.61,2.5346,2,25
shantzarid218,,15,,1,10.5,1.2300000000000002,2,25
shantzarid218,,15,,1,26.73,-1.0422000000000002,2,25
shantzarid218,,15,,1,6.76,1.7536000000000003,2,25
shantzarid218,,15,,1,0.96,2.5656,2,25
shantzarid218,,15,,1,14.95,0.6070000000000002,2,25
shantzarid218,,15,,1,6.71,1.9606000000000001,2,25
shantzarid218,,15,,1,4.22,2.1092000000000004,2,25
shantzarid218,,15,,1,17.7,0.22200000000000014,2,25
shantzarid218,,15,,1,9.59,1.3574000000000002,2,25
shantzarid218,,15,,1,23.76,-0.6264000000000003,2,25
gclines584,,20,,4,1.54,3.7844000000000007,2,5
gclines584,,20,,4,12.15,2.2990000000000004,2,5
gclines584,,20,,4,4.36,3.3896000000000006,2,5
gclines584,,20,,4,20.01,1.1985999999999999,2,5
gclines584,,20,,4,1.08,3.8488000000000007,2,5
gclines584,,20,,4,14.28,2.0008000000000004,2,5
gclines584,,20,,4,17.4,1.5640000000000005,2,5
gclines584,,20,,4,28.02,0.07720000000000016,2,5
gclines584,,20,,4,11.22,2.4292000000000002,2,5
gclines584,,20,,4,10.6,2.5160000000000005,2,5
gclines584,,20,,4,16.49,1.6914000000000005,2,5
gclines584,,20,,4,6.26,3.1236000000000006,2,5
gclines584,,20,,4,26.02,0.3572000000000002,2,5
gclines584,,20,,4,27.0,0.22000000000000008,2,5
gclines584,,20,,4,18.93,1.3498,2,5
gclines584,,20,,4,16.28,1.7208,2,5
gclines584,,20,,4,10.72,2.4992,2,5
gclines584,,20,,4,4.08,3.4288000000000003,2,5
gclines584,,20,,4,0.64,3.9104000000000005,2,5
gclines584,,20,,4,14.37,2.1882,2,5
gclines584,,20,,4,7.52,2.9472000000000005,2,5
gclines584,,20,,4,5.62,3.4132,2,5
gclines584,,20,,4,14.62,1.9532000000000003,2,5
gclines584,,20,,4,24.2,0.6120000000000002,2,5
gclines584,,20,,4,1.18,3.8348000000000004,2,5
gclines584,,20,,4,8.05,2.873,2,5
gclines584,,20,,4,27.3,0.17799999999999994,2,5
gclines584,,20,,4,27.49,0.1514000000000002,2,5
gclines584,,20,,4,27.07,0.21020000000000005,2,5
gclines584,,20,,4,16.69,1.6634,2,5
gclines584,,20,,4,28.14,0.06040000000000001,2,5
gclines584,,20,,4,3.42,3.5212000000000003,2,5
gclines584,,20,,4,25.35,0.45099999999999996,2,5
gclines584,,20,,4,26.75,0.2550000000000001,2,5
gclines584,,20,,4,3.29,3.5394000000000005,2,5
gclines584,,20,,4,3.57,3.7002000000000006,2,5
gclines584,,20,,4,29.35,-0.10900000000000021,2,5
gclines584,,20,,4,25.99,0.5614000000000002,2,5
gclines584,,20,,4,23.19,0.7534,2,5
gclines584,,20,,4,2.61,3.8346,2,5
gclines584,,20,,4,10.5,2.5300000000000002,2,5
gclines584,,20,,4,26.73,0.25780000000000003,2,5
gclines584,,20,,4,6.76,3.0536000000000003,2,5
gclines584,,20,,4,0.96,3.8656,2,5
gclines584,,20,,4,14.95,1.9070000000000005,2,5
gclines584,,20,,4,6.71,3.2606,2,5
gclines584,,20,,4,4.22,3.4092000000000007,2,5
gclines584,,20,,4,17.7,1.5220000000000002,2,5
gclines584,,20,,4,9.59,2.6574000000000004,2,5
gclines584,,20,,4,23.76,0.6735999999999999,2,5
pmarinez510,,30,,2,1.54,4.984400000000001,3,15
pmarinez510,,30,,2,12.15,3.4990000000000006,3,15
pmarinez510,,30,,2,4.36,4.589600000000001,3,15
pmarinez510,,30,,2,20.01,2.3986,3,15
pmarinez510,,30,,2,1.08,5.048800000000001,3,15
pmarinez510,,30,,2,14.28,3.2008,3,15
pmarinez510,,30,,2,17.4,2.7640000000000002,3,15
pmarinez510,,30,,2,28.02,1.2772000000000001,3,15
pmarinez510,,30,,2,11.22,3.6292000000000004,3,15
pmarinez510,,30,,2,10.6,3.716,3,15
pmarinez510,,30,,2,16.49,2.8914000000000004,3,15
pmarinez510,,30,,2,6.26,4.523600000000001,3,15
pmarinez510,,30,,2,26.02,1.5572000000000001,3,15
pmarinez510,,30,,2,27.0,1.42,3,15
pmarinez510,,30,,2,18.93,2.7498000000000005,3,15
pmarinez510,,30,,2,16.28,3.1208,3,15
pmarinez510,,30,,2,10.72,3.6992000000000003,3,15
pmarinez510,,30,,2,4.08,4.6288,3,15
pmarinez510,,30,,2,0.64,5.1104,3,15
pmarinez510,,30,,2,14.37,3.1882,3,15
pmarinez510,,30,,2,7.52,4.1472,3,15
pmarinez510,,30,,2,5.62,4.4132,3,15
pmarinez510,,30,,2,14.62,3.1532000000000004,3,15
pmarinez510,,30,,2,24.2,1.8120000000000003,3,15
pmarinez510,,30,,2,1.18,5.034800000000001,3,15
pmarinez510,,30,,2,8.05,4.073,3,15
pmarinez510,,30,,2,27.3,1.378,3,15
pmarinez510,,30,,2,27.49,1.3514000000000004,3,15
pmarinez510,,30,,2,27.07,1.4102000000000001,3,15
pmarinez510,,30,,2,16.69,2.8634,3,15
pmarinez510,,30,,2,28.14,1.2604,3,15
pmarinez510,,30,,2,3.42,4.921200000000001,3,15
pmarinez510,,30,,2,25.35,1.6509999999999998,3,15
pmarinez510,,30,,2,26.75,1.455,3,15
pmarinez510,,30,,2,3.29,4.7394,3,15
pmarinez510,,30,,2,3.57,4.700200000000001,3,15
pmarinez510,,30,,2,29.35,1.0909999999999997,3,15
pmarinez510,,30,,2,25.99,1.5614000000000003,3,15
pmarinez510,,30,,2,23.19,1.9533999999999998,3,15
pmarinez510,,30,,2,2.61,4.8346,3,15
pmarinez510,,30,,2,10.5,3.7300000000000004,3,15
pmarinez510,,30,,2,26.73,1.6578000000000002,3,15
pmarinez510,,30,,2,6.76,4.2536000000000005,3,15
pmarinez510,,30,,2,0.96,5.0656,3,15
pmarinez510,,30,,2,14.95,3.107,3,15
pmarinez510,,30,,2,6.71,4.2606,3,15
pmarinez510,,30,,2,4.22,4.6092,3,15
pmarinez510,,30,,2,17.7,2.7220000000000004,3,15
pmarinez510,,30,,2,9.59,3.8574,3,15
pmarinez510,,30,,2,23.76,1.8735999999999997,3,15
gcoye279,,30,,3,1.54,5.5844000000000005,5,30
gcoye279,,30,,3,12.15,4.099,5,30
gcoye279,,30,,3,4.36,5.1896,5,30
gcoye279,,30,,3,20.01,2.9985999999999997,5,30
gcoye279,,30,,3,1.08,5.648800000000001,5,30
gcoye279,,30,,3,14.28,3.8008,5,30
gcoye279,,30,,3,17.4,3.3640000000000008,5,30
gcoye279,,30,,3,28.02,1.8772000000000002,5,30
gcoye279,,30,,3,11.22,4.2292000000000005,5,30
gcoye279,,30,,3,10.6,4.316000000000001,5,30
gcoye279,,30,,3,16.49,3.4914000000000005,5,30
gcoye279,,30,,3,6.26,4.9236,5,30
gcoye279,,30,,3,26.02,2.1572000000000005,5,30
gcoye279,,30,,3,27.0,2.22,5,30
gcoye279,,30,,3,18.93,3.1498000000000004,5,30
gcoye279,,30,,3,16.28,3.5208000000000004,5,30
gcoye279,,30,,3,10.72,4.299200000000001,5,30
gcoye279,,30,,3,4.08,5.228800000000001,5,30
gcoye279,,30,,3,0.64,5.7104,5,30
gcoye279,,30,,3,14.37,3.7882000000000002,5,30
gcoye279,,30,,3,7.52,4.7472,5,30
gcoye279,,30,,3,5.62,5.0132,5,30
gcoye279,,30,,3,14.62,3.7532000000000005,5,30
gcoye279,,30,,3,24.2,2.4120000000000004,5,30
gcoye279,,30,,3,1.18,5.6348,5,30
gcoye279,,30,,3,8.05,4.673,5,30
gcoye279,,30,,3,27.3,1.978,5,30
gcoye279,,30,,3,27.49,2.1514,5,30
gcoye279,,30,,3,27.07,2.0102,5,30
gcoye279,,30,,3,16.69,3.4634,5,30
gcoye279,,30,,3,28.14,1.8604,5,30
gcoye279,,30,,3,3.42,5.3212,5,30
gcoye279,,30,,3,25.35,2.451,5,30
gcoye279,,30,,3,26.75,2.055,5,30
gcoye279,,30,,3,3.29,5.3394,5,30
gcoye279,,30,,3,3.57,5.3002,5,30
gcoye279,,30,,3,29.35,1.6909999999999998,5,30
gcoye279,,30,,3,25.99,2.1614000000000004,5,30
gcoye279,,30,,3,23.19,2.5534,5,30
gcoye279,,30,,3,2.61,5.4346000000000005,5,30
gcoye279,,30,,3,10.5,4.33,5,30
gcoye279,,30,,3,26.73,2.0578000000000003,5,30
gcoye279,,30,,3,6.76,4.8536,5,30
gcoye279,,30,,3,0.96,5.6655999999999995,5,30
gcoye279,,30,,3,14.95,3.7070000000000003,5,30
gcoye279,,30,,3,6.71,4.8606,5,30
gcoye279,,30,,3,4.22,5.209200000000001,5,30
gcoye279,,30,,3,17.7,3.322,5,30
gcoye279,,30,,3,9.59,4.4574,5,30
gcoye279,,30,,3,23.76,2.4736,5,30
drippin708,,25,,2,1.54,3.8844000000000007,1,15
drippin708,,25,,2,12.15,2.399,1,15
drippin708,,25,,2,4.36,3.4896000000000003,1,15
drippin708,,25,,2,20.01,1.2986,1,15
drippin708,,25,,2,1.08,3.9488000000000008,1,15
drippin708,,25,,2,14.28,2.1008000000000004,1,15
drippin708,,25,,2,17.4,1.6640000000000004,1,15
drippin708,,25,,2,28.02,0.17720000000000014,1,15
drippin708,,25,,2,11.22,2.5292000000000003,1,15
drippin708,,25,,2,10.6,2.6160000000000005,1,15
drippin708,,25,,2,16.49,1.9914000000000003,1,15
drippin708,,25,,2,6.26,3.2236000000000007,1,15
drippin708,,25,,2,26.02,0.45720000000000016,1,15
drippin708,,25,,2,27.0,0.32000000000000006,1,15
drippin708,,25,,2,18.93,1.4498000000000002,1,15
drippin708,,25,,2,16.28,1.8208,1,15
drippin708,,25,,2,10.72,2.5992,1,15
drippin708,,25,,2,4.08,3.528800000000001,1,15
drippin708,,25,,2,0.64,4.2104,1,15
drippin708,,25,,2,14.37,2.0882000000000005,1,15
drippin708,,25,,2,7.52,3.0472000000000006,1,15
drippin708,,25,,2,5.62,3.3132,1,15
drippin708,,25,,2,14.62,2.0532000000000004,1,15
drippin708,,25,,2,24.2,0.7120000000000002,1,15
drippin708,,25,,2,1.18,3.9348000000000005,1,15
drippin708,,25,,2,8.05,2.9730000000000003,1,15
drippin708,,25,,2,27.3,0.27799999999999997,1,15
drippin708,,25,,2,27.49,0.2514000000000003,1,15
drippin708,,25,,2,27.07,0.5102,1,15
drippin708,,25,,2,16.69,1.9634,1,15
drippin708,,25,,2,28.14,0.1604,1,15
drippin708,,25,,2,3.42,3.6212,1,15
drippin708,,25,,2,25.35,0.5509999999999999,1,15
drippin708,,25,,2,26.75,0.3550000000000001,1,15
drippin708,,25,,2,3.29,3.8394000000000004,1,15
drippin708,,25,,2,3.57,3.6002000000000005,1,15
drippin708,,25,,2,29.35,0.19099999999999984,1,15
drippin708,,25,,2,25.99,0.46140000000000025,1,15
drippin708,,25,,2,23.19,0.8533999999999999,1,15
drippin708,,25,,2,2.61,3.7346000000000004,1,15
drippin708,,25,,2,10.5,2.6300000000000003,1,15
drippin708,,25,,2,26.73,0.3578,1,15
drippin708,,25,,2,6.76,3.1536000000000004,1,15
drippin708,,25,,2,0.96,3.9656000000000002,1,15
drippin708,,25,,2,14.95,2.2070000000000003,1,15
drippin708,,25,,2,6.71,3.1606,1,15
drippin708,,25,,2,4.22,3.5092000000000003,1,15
drippin708,,25,,2,17.7,1.6220000000000003,1,15
drippin708,,25,,2,9.59,2.7574000000000005,1,15
drippin708,,25,,2,23.76,0.7735999999999998,1,15
cpendrak636,,15,,3,1.54,2.8844000000000003,2,20
cpendrak636,,15,,3,12.15,1.399,2,20
cpendrak636,,15,,3,4.36,2.4896000000000003,2,20
cpendrak636,,15,,3,20.01,0.29859999999999975,2,20
cpendrak636,,15,,3,1.08,2.9488000000000003,2,20
cpendrak636,,15,,3,14.28,1.1008,2,20
cpendrak636,,15,,3,17.4,0.6640000000000001,2,20
cpendrak636,,15,,3,28.02,-0.8228000000000002,2,20
