id,details,time,time_request,score,subject_1_rating,subject_1_pref,subject_2_rating,subject_2_pref,subject_3_rating,subject_3_pref,avg_match_score
jcarias640,,20,2.62,9.691199999999998,4,1,4,5,3,4,4.772
mkatzman139,,10,28.57,0.4965000000000004,5,5,5,5,2,4,4.675
mkatzman139,,10,5.76,6.4502,3,4,5,5,3,4,3.782
mkatzman139,,10,1.46,7.8187999999999995,5,5,2,5,3,4,1.568
mkatzman139,,10,9.55,5.3095,5,5,3,4,2,4,1.745
mkatzman139,,10,21.16,3.0233000000000003,5,5,5,5,5,5,3.713
mkatzman139,,10,0.63,8.0688,3,4,5,5,2,5,4.578
mkatzman139,,10,8.34,5.8189,3,4,5,5,5,5,2.209
mkatzman139,,10,22.56,0.8327000000000009,3,4,2,4,5,5,3.007
mkatzman139,,10,8.29,5.5234000000000005,2,4,5,5,5,5,2.104
mkatzman139,,10,19.67,1.5772,3,4,2,5,3,4,2.782
mkatzman139,,10,7.23,5.1401,2,4,3,4,3,4,4.091
mkatzman139,,10,0.88,7.242800000000001,2,5,2,5,3,4,3.068
mkatzman139,,10,25.7,-0.06779999999999975,3,4,3,4,5,5,1.422
mkatzman139,,10,6.5,6.2433000000000005,3,4,5,5,3,4,3.933
mkatzman139,,10,24.75,0.5946000000000004,3,4,5,5,2,5,2.196
mkatzman139,,10,12.29,3.7324000000000006,3,4,2,4,2,5,4.194
mkatzman139,,10,16.7,3.3263000000000003,5,5,2,4,5,5,1.363
mkatzman139,,10,18.28,1.9823999999999997,3,4,2,4,5,5,1.664
mkatzman139,,10,7.8,5.2549,3,4,3,4,2,5,3.949
mkatzman139,,10,21.38,1.5378000000000005,3,4,3,4,5,5,4.518
mkatzman139,,10,2.02,8.6258,5,5,5,5,5,5,2.318
mkatzman139,,10,10.18,5.3594,5,5,2,5,3,4,3.134
mkatzman139,,10,18.41,1.8087,3,4,3,4,3,4,1.317
mkatzman139,,10,28.27,0.010800000000000365,5,5,2,5,3,4,3.918
mkatzman139,,10,5.05,5.7188,2,5,2,4,2,4,3.338
mkatzman139,,10,28.6,-1.2736999999999998,3,4,2,5,3,4,1.063
mkatzman139,,10,12.05,4.0691999999999995,2,4,5,5,2,5,1.842
mkatzman139,,10,18.39,2.0251,2,4,5,5,2,4,1.421
mkatzman139,,10,0.82,7.087000000000001,2,4,3,4,5,5,1.33
mkatzman139,,10,21.23,2.689,5,5,5,5,3,4,3.58
mkatzman139,,10,9.8,4.6217,3,4,2,5,2,5,3.617
mkatzman139,,10,28.09,0.4833000000000005,5,5,5,5,2,4,3.103
mkatzman139,,10,25.35,0.8264999999999998,5,5,2,4,5,5,2.315
mkatzman139,,10,28.26,-1.1728000000000003,2,4,3,4,3,4,4.052
mkatzman139,,10,12.67,4.4131,5,5,2,5,3,4,1.141
mkatzman139,,10,7.09,6.140200000000001,5,5,3,4,2,4,2.672
mkatzman139,,10,29.25,-1.5058999999999991,3,4,2,4,3,4,2.691
mkatzman139,,10,29.08,0.1551000000000009,5,5,2,5,5,5,4.791
mkatzman139,,10,9.27,6.2602,5,5,5,5,3,4,3.412
mkatzman139,,10,29.23,-0.7363999999999998,5,5,2,4,3,4,1.326
mkatzman139,,10,24.45,0.4573000000000003,3,4,2,4,5,5,4.923
mkatzman139,,10,1.02,7.8988000000000005,5,5,3,4,3,4,1.048
mkatzman139,,10,6.85,6.477600000000001,5,5,3,4,5,5,1.326
mkatzman139,,10,16.96,3.5027,3,4,5,5,5,5,4.907
mkatzman139,,10,29.1,-0.28320000000000023,5,5,3,4,3,4,3.468
mkatzman139,,10,29.25,0.0729000000000006,5,5,5,5,3,4,1.479
mkatzman139,,10,14.68,3.2099,3,4,3,4,5,5,1.139
mkatzman139,,10,10.86,5.3585,5,5,3,4,5,5,2.165
mkatzman139,,10,6.85,5.8155,3,4,3,4,5,5,3.705
mkatzman139,,10,2.62,7.1366000000000005,3,4,5,5,3,4,1.226
cmatteucci2,,15,28.57,-0.5456999999999996,4,2,4,2,1,2,2.253
cmatteucci2,,15,5.76,7.012299999999999,1,5,4,4,1,5,2.403
cmatteucci2,,15,1.46,8.828,4,4,3,5,3,2,2.66
cmatteucci2,,15,9.55,5.4506,4,2,4,3,1,2,3.156
cmatteucci2,,15,21.16,2.5991,4,2,4,4,4,2,4.471
cmatteucci2,,15,0.63,8.6414,3,2,4,4,3,5,4.304
cmatteucci2,,15,8.34,6.4282,4,3,4,4,4,2,1.302
cmatteucci2,,15,22.56,1.204200000000001,4,3,1,2,4,2,1.722
cmatteucci2,,15,8.29,5.4844,1,2,4,4,4,2,3.714
cmatteucci2,,15,19.67,2.8351999999999995,3,2,3,5,4,3,4.362
cmatteucci2,,15,7.23,5.2733,1,2,4,3,3,2,1.423
cmatteucci2,,15,0.88,9.118299999999998,3,5,3,5,4,3,1.823
cmatteucci2,,15,25.7,1.0578000000000007,4,3,4,3,4,2,1.678
cmatteucci2,,15,6.5,6.4818,3,2,4,4,1,5,2.318
cmatteucci2,,15,24.75,1.3510000000000002,1,5,4,2,3,5,4.76
cmatteucci2,,15,12.29,4.155,3,2,1,2,3,5,4.42
cmatteucci2,,15,16.7,3.5348000000000006,4,4,1,2,4,2,4.448
cmatteucci2,,15,18.28,2.1388,3,2,1,2,4,4,2.228
cmatteucci2,,15,7.8,6.7051,4,3,4,3,3,5,2.451
cmatteucci2,,15,21.38,2.0408000000000004,3,2,4,3,4,2,4.548
cmatteucci2,,15,2.02,8.8407,4,4,4,4,4,4,1.467
cmatteucci2,,15,10.18,6.1297999999999995,4,4,3,5,3,2,1.838
cmatteucci2,,15,18.41,2.5793,3,2,1,5,1,5,3.023
cmatteucci2,,15,28.27,0.1326000000000001,4,2,3,5,1,5,1.136
cmatteucci2,,15,5.05,6.686799999999999,3,5,1,2,1,2,4.018
cmatteucci2,,15,28.6,0.6178000000000001,4,3,3,5,4,3,2.978
cmatteucci2,,15,12.05,4.2978,1,2,4,4,3,5,1.128
cmatteucci2,,15,18.39,2.1439,1,2,4,4,1,2,3.609
cmatteucci2,,15,0.82,6.9072,1,2,3,2,4,2,1.532
cmatteucci2,,15,21.23,2.654,4,4,4,2,4,3,2.23
cmatteucci2,,15,9.8,6.4063,4,3,3,5,3,5,3.463
cmatteucci2,,15,28.09,-0.05399999999999963,4,2,4,4,1,2,1.73
cmatteucci2,,15,25.35,0.23629999999999957,4,2,1,2,4,2,3.413
cmatteucci2,,15,28.26,-1.0856000000000003,1,2,3,2,3,2,4.924
cmatteucci2,,15,12.67,5.6787,4,4,3,5,4,3,2.797
cmatteucci2,,15,7.09,5.832,4,2,3,2,1,2,3.59
cmatteucci2,,15,29.25,-0.6727999999999992,4,3,1,2,3,2,4.022
cmatteucci2,,15,29.08,0.9599000000000008,4,4,3,5,4,4,3.839
cmatteucci2,,15,9.27,6.3493,4,4,4,2,4,3,3.303
cmatteucci2,,15,29.23,-1.1931000000000003,4,2,1,2,3,2,1.759
cmatteucci2,,15,24.45,0.11110000000000064,3,2,1,2,4,2,2.461
cmatteucci2,,15,1.02,7.6126,4,2,3,2,3,2,1.186
cmatteucci2,,15,6.85,6.611199999999999,4,2,1,5,4,4,3.662
cmatteucci2,,15,16.96,4.0304,4,3,4,4,4,4,1.184
cmatteucci2,,15,29.1,-0.24210000000000048,4,2,4,3,3,2,2.879
cmatteucci2,,15,29.25,0.22060000000000052,4,2,4,4,4,3,3.956
cmatteucci2,,15,14.68,4.4691,4,3,4,3,4,2,2.731
cmatteucci2,,15,10.86,4.953899999999999,4,2,3,2,4,2,3.119
cmatteucci2,,15,6.85,6.8629999999999995,1,5,4,3,4,4,4.18
cmatteucci2,,15,2.62,7.6829,3,2,4,4,4,3,1.689
abaldomero672,,10,28.57,-2.2663999999999995,1,4,1,4,1,5,2.046
abaldomero672,,10,5.76,4.0687999999999995,1,2,2,5,1,2,1.968
abaldomero672,,10,1.46,7.380000000000001,2,5,5,5,2,4,1.18
abaldomero672,,10,9.55,3.6919,1,4,2,4,1,5,2.569
abaldomero672,,10,21.16,0.4406000000000003,1,4,2,5,1,4,3.886
abaldomero672,,10,0.63,7.375399999999999,2,4,2,5,5,5,3.644
abaldomero672,,10,8.34,4.6286000000000005,2,4,2,5,1,4,4.306
abaldomero672,,10,22.56,0.04300000000000065,2,4,1,5,1,4,3.11
abaldomero672,,10,8.29,4.4749,1,5,2,5,1,4,2.619
abaldomero672,,10,19.67,1.7041999999999997,2,4,5,5,2,4,2.052
abaldomero672,,10,7.23,4.6456,1,5,2,4,2,4,2.146
abaldomero672,,10,0.88,8.6083,5,5,5,5,2,4,2.723
abaldomero672,,10,25.7,-0.9239999999999999,2,4,2,4,1,4,2.86
abaldomero672,,10,6.5,4.7791,2,4,2,5,1,2,2.291
abaldomero672,,10,24.75,-1.14,1,2,1,4,5,5,3.85
abaldomero672,,10,12.29,3.7932,2,4,1,5,5,5,4.802
abaldomero672,,10,16.7,2.2798000000000007,2,5,1,5,1,4,4.898
abaldomero672,,10,18.28,1.6352999999999998,2,4,1,5,2,5,4.193
abaldomero672,,10,7.8,4.9169,2,4,2,4,5,5,2.569
abaldomero672,,10,21.38,0.4684000000000003,2,4,2,4,1,4,3.824
abaldomero672,,10,2.02,6.762300000000001,2,5,2,5,2,5,1.683
abaldomero672,,10,10.18,4.944300000000001,2,5,5,5,2,4,2.983
abaldomero672,,10,18.41,0.5703999999999998,2,4,1,2,1,2,3.934
abaldomero672,,10,28.27,-1.2727999999999997,1,4,5,5,1,2,4.082
abaldomero672,,10,5.05,6.6691,5,5,1,5,1,5,3.841
abaldomero672,,10,28.6,-0.6929000000000001,2,4,5,5,2,4,4.871
abaldomero672,,10,12.05,3.7251,1,5,2,5,5,5,1.401
abaldomero672,,10,18.39,1.6646,1,5,2,5,1,5,3.816
abaldomero672,,10,0.82,6.439,1,5,2,4,1,4,1.85
abaldomero672,,10,21.23,0.5548,2,5,1,4,2,4,2.238
abaldomero672,,10,9.8,5.1526,2,4,5,5,5,5,2.926
abaldomero672,,10,28.09,-1.7214999999999991,1,4,2,5,1,5,2.055
abaldomero672,,10,25.35,-1.2837000000000003,1,4,1,5,1,4,1.213
abaldomero672,,10,28.26,-1.3898000000000006,1,5,2,4,2,4,4.882
abaldomero672,,10,12.67,4.3086,2,5,5,5,2,4,4.096
abaldomero672,,10,7.09,4.5039,1,4,2,4,1,5,3.309
abaldomero672,,10,29.25,-1.6984999999999995,2,4,1,5,2,4,4.765
abaldomero672,,10,29.08,-0.7759999999999991,2,5,5,5,2,5,1.48
abaldomero672,,10,9.27,4.306500000000001,2,5,1,4,2,4,3.875
abaldomero672,,10,29.23,-2.3571,1,4,1,5,2,4,1.119
abaldomero672,,10,24.45,-0.49149999999999994,2,4,1,5,1,4,3.435
abaldomero672,,10,1.02,6.1368,1,4,2,4,2,4,1.428
abaldomero672,,10,6.85,4.189400000000001,1,4,1,2,2,5,4.444
abaldomero672,,10,16.96,1.9566999999999999,2,4,2,5,2,5,1.447
abaldomero672,,10,29.1,-2.2123,1,4,2,4,2,4,2.177
abaldomero672,,10,29.25,-2.123399999999999,1,4,2,5,2,4,1.516
abaldomero672,,10,14.68,2.2577000000000003,2,4,2,4,1,4,1.617
abaldomero672,,10,10.86,3.3568000000000002,1,4,2,4,1,4,4.148
abaldomero672,,10,6.85,4.1979,1,2,2,4,2,5,4.529
abaldomero672,,10,2.62,6.1453999999999995,2,4,2,5,2,4,1.314
rhamamoto252,,10,28.57,-2.9537999999999998,3,1,3,1,4,1,1.172
rhamamoto252,,10,5.76,5.664899999999999,5,3,3,2,5,3,1.929
rhamamoto252,,10,1.46,5.723699999999999,3,2,2,1,3,4,3.617
rhamamoto252,,10,9.55,3.9266999999999994,3,1,4,4,4,1,4.917
rhamamoto252,,10,21.16,-0.3379999999999997,3,1,3,2,3,1,4.1
rhamamoto252,,10,0.63,6.569699999999999,3,4,3,2,2,1,3.587
rhamamoto252,,10,8.34,4.4683,4,4,3,2,3,1,1.703
rhamamoto252,,10,22.56,0.4159000000000006,4,4,4,1,3,1,3.839
rhamamoto252,,10,8.29,3.7846,4,1,3,2,3,1,3.716
rhamamoto252,,10,19.67,0.7237,3,4,2,1,4,4,1.247
rhamamoto252,,10,7.23,5.003500000000001,4,1,4,4,3,4,3.725
rhamamoto252,,10,0.88,5.441199999999999,2,1,2,1,4,4,4.052
rhamamoto252,,10,25.7,0.06200000000000011,4,4,4,4,3,1,3.72
rhamamoto252,,10,6.5,5.0656,3,4,3,2,5,3,1.156
rhamamoto252,,10,24.75,-0.6186999999999998,5,3,3,1,2,1,3.063
rhamamoto252,,10,12.29,2.993,3,4,4,1,2,1,2.8
rhamamoto252,,10,16.7,1.3335000000000004,3,2,4,1,3,1,4.435
rhamamoto252,,10,18.28,1.4997999999999996,3,4,4,1,3,2,3.838
rhamamoto252,,10,7.8,5.0941,4,4,4,4,2,1,1.341
rhamamoto252,,10,21.38,0.8514000000000005,3,4,4,4,3,1,1.654
rhamamoto252,,10,2.02,5.8886,3,2,3,2,3,2,4.946
rhamamoto252,,10,10.18,3.2075000000000005,3,2,2,1,3,4,4.615
rhamamoto252,,10,18.41,2.4530000000000003,3,4,5,3,5,3,4.76
rhamamoto252,,10,28.27,-2.390599999999999,3,1,2,1,5,3,4.904
rhamamoto252,,10,5.05,4.1141,2,1,4,1,4,1,2.291
rhamamoto252,,10,28.6,-1.3283,4,4,2,1,4,4,4.517
rhamamoto252,,10,12.05,2.5188999999999995,4,1,3,2,2,1,3.339
rhamamoto252,,10,18.39,0.6658000000000002,4,1,3,2,4,1,1.828
rhamamoto252,,10,0.82,6.4207,4,1,3,4,3,1,3.667
rhamamoto252,,10,21.23,-0.055400000000000116,3,2,3,1,4,4,2.136
rhamamoto252,,10,9.8,3.7702999999999993,4,4,2,1,2,1,4.103
rhamamoto252,,10,28.09,-2.6190999999999995,3,1,3,2,4,1,1.079
rhamamoto252,,10,25.35,-1.8818000000000004,3,1,4,1,3,1,1.232
rhamamoto252,,10,28.26,-1.7634,4,1,3,4,3,4,1.146
rhamamoto252,,10,12.67,2.5929,3,2,2,1,4,4,4.939
rhamamoto252,,10,7.09,4.3628,3,1,3,4,4,1,3.898
rhamamoto252,,10,29.25,-1.4236999999999993,4,4,4,1,3,4,2.513
rhamamoto252,,10,29.08,-2.8011999999999992,3,2,2,1,3,2,3.228
rhamamoto252,,10,9.27,3.4960999999999998,3,2,3,1,4,4,1.771
rhamamoto252,,10,29.23,-2.7457999999999996,3,1,4,1,3,4,1.232
rhamamoto252,,10,24.45,-0.40259999999999985,3,4,4,1,3,1,4.324
rhamamoto252,,10,1.02,6.3208,3,1,3,4,3,4,3.268
rhamamoto252,,10,6.85,4.44,3,1,5,3,3,2,1.95
rhamamoto252,,10,16.96,2.139,4,4,3,2,3,2,3.27
rhamamoto252,,10,29.1,-1.7675,3,1,4,4,3,4,4.625
rhamamoto252,,10,29.25,-2.6565999999999996,3,1,3,2,4,4,1.184
rhamamoto252,,10,14.68,3.4069000000000003,4,4,4,4,3,1,4.109
rhamamoto252,,10,10.86,2.9699000000000004,3,1,3,4,3,1,2.279
rhamamoto252,,10,6.85,5.5686,5,3,4,4,3,2,1.236
rhamamoto252,,10,2.62,6.3986,3,4,3,2,4,4,2.846
nderenberg389,,5,28.57,-3.2908,4,1,4,1,5,5,2.802
nderenberg389,,5,5.76,4.971500000000001,5,5,4,1,5,5,1.995
nderenberg389,,5,1.46,4.3081000000000005,4,1,1,2,3,5,3.461
nderenberg389,,5,9.55,1.6418999999999997,4,1,1,1,5,5,1.069
nderenberg389,,5,21.16,-1.4511999999999998,4,1,4,1,4,1,3.968
nderenberg389,,5,0.63,5.2206,3,5,4,1,1,2,2.096
nderenberg389,,5,8.34,1.2509,1,1,4,1,4,1,1.529
nderenberg389,,5,22.56,-2.0226,1,1,5,5,4,1,1.454
nderenberg389,,5,8.29,3.8060000000000005,5,5,4,1,4,1,2.93
nderenberg389,,5,19.67,-0.7714000000000008,3,5,1,2,1,1,4.296
nderenberg389,,5,7.23,3.6588999999999996,5,5,1,1,3,5,1.279
nderenberg389,,5,0.88,3.1372000000000004,1,2,1,2,1,1,2.012
nderenberg389,,5,25.7,-4.389,1,1,1,1,4,1,3.21
nderenberg389,,5,6.5,4.4154,3,5,4,1,5,5,4.654
nderenberg389,,5,24.75,-1.2085999999999997,5,5,4,1,1,2,4.164
nderenberg389,,5,12.29,2.6696,3,5,5,5,1,2,1.566
nderenberg389,,5,16.7,0.9517000000000002,4,1,5,5,4,1,4.617
nderenberg389,,5,18.28,1.2665,3,5,5,5,4,1,3.505
nderenberg389,,5,7.8,0.6253000000000001,1,1,1,1,1,2,1.653
nderenberg389,,5,21.38,-1.3289999999999997,3,5,1,1,4,1,2.85
nderenberg389,,5,2.02,4.3697,4,1,4,1,4,1,4.757
nderenberg389,,5,10.18,1.6336000000000004,4,1,1,2,3,5,2.876
nderenberg389,,5,18.41,1.7366000000000001,3,5,5,5,5,5,3.596
nderenberg389,,5,28.27,-3.5139000000000005,4,1,1,2,5,5,3.671
nderenberg389,,5,5.05,4.1875,1,2,5,5,5,5,3.025
nderenberg389,,5,28.6,-5.4617,1,1,1,2,1,1,2.183
nderenberg389,,5,12.05,2.4490999999999996,5,5,4,1,1,2,2.641
nderenberg389,,5,18.39,1.4210999999999996,5,5,4,1,5,5,4.381
nderenberg389,,5,0.82,6.842599999999999,5,5,3,5,4,1,4.886
nderenberg389,,5,21.23,-1.8276999999999997,4,1,4,1,1,1,3.413
nderenberg389,,5,9.8,0.3075,1,1,1,2,1,2,2.475
nderenberg389,,5,28.09,-3.2412999999999994,4,1,4,1,5,5,1.857
nderenberg389,,5,25.35,-2.0022,4,1,5,5,4,1,1.028
nderenberg389,,5,28.26,-1.3752000000000004,5,5,3,5,3,5,2.028
nderenberg389,,5,12.67,0.2849000000000004,4,1,1,2,1,1,2.859
nderenberg389,,5,7.09,3.5912,4,1,3,5,5,5,1.182
nderenberg389,,5,29.25,-3.7389,1,1,5,5,3,5,1.361
nderenberg389,,5,29.08,-4.342699999999999,4,1,1,2,4,1,2.813
nderenberg389,,5,9.27,1.7445,4,1,4,1,1,1,3.255
nderenberg389,,5,29.23,-2.7097,4,1,5,5,3,5,2.593
nderenberg389,,5,24.45,-0.6065,3,5,5,5,4,1,3.285
nderenberg389,,5,1.02,5.537,4,1,3,5,3,5,4.43
nderenberg389,,5,6.85,3.7773000000000003,4,1,5,5,4,1,3.323
nderenberg389,,5,16.96,-1.2934,1,1,4,1,4,1,1.946
nderenberg389,,5,29.1,-4.3104000000000005,4,1,1,1,3,5,2.196
nderenberg389,,5,29.25,-4.450799999999999,4,1,4,1,1,1,1.242
nderenberg389,,5,14.68,-1.0052999999999999,1,1,1,1,4,1,3.987
nderenberg389,,5,10.86,2.2895000000000003,4,1,3,5,4,1,4.475
nderenberg389,,5,6.85,3.5376000000000003,5,5,1,1,4,1,1.926
nderenberg389,,5,2.62,4.7912,3,5,4,1,1,1,4.772
wzee937,,15,28.57,0.4970000000000006,3,4,3,4,3,4,3.68
wzee937,,15,5.76,7.7577,4,5,4,1,4,5,3.857
wzee937,,15,1.46,7.9258999999999995,4,1,1,5,5,5,1.639
wzee937,,15,9.55,5.7966,3,4,4,1,3,4,3.616
wzee937,,15,21.16,2.2413000000000003,3,4,4,1,3,4,2.893
wzee937,,15,0.63,9.277199999999999,5,5,4,1,1,5,3.662
wzee937,,15,8.34,5.5602,4,1,4,1,3,4,3.622
wzee937,,15,22.56,1.8114000000000008,4,1,3,4,3,4,4.794
wzee937,,15,8.29,6.1001,3,4,4,1,3,4,2.871
wzee937,,15,19.67,3.7209999999999996,5,5,1,5,4,1,4.22
wzee937,,15,7.23,6.6635,3,4,4,1,5,5,2.325
wzee937,,15,0.88,7.9502,1,5,1,5,4,1,2.142
wzee937,,15,25.7,0.19620000000000054,4,1,4,1,3,4,2.062
wzee937,,15,6.5,7.7084,5,5,4,1,4,5,2.584
wzee937,,15,24.75,2.1041000000000003,4,5,3,4,1,5,3.291
wzee937,,15,12.29,5.974900000000001,5,5,3,4,1,5,1.619
wzee937,,15,16.7,3.3480000000000008,4,1,3,4,3,4,2.58
wzee937,,15,18.28,4.1918,5,5,3,4,4,1,2.758
wzee937,,15,7.8,5.431,4,1,4,1,1,5,1.71
wzee937,,15,21.38,3.2859000000000007,5,5,4,1,3,4,4.999
wzee937,,15,2.02,7.325200000000001,4,1,4,1,4,1,4.312
wzee937,,15,10.18,5.6270999999999995,4,1,1,5,5,5,4.811
wzee937,,15,18.41,4.801500000000001,5,5,4,5,4,5,1.245
wzee937,,15,28.27,0.35190000000000043,3,4,1,5,4,5,1.329
wzee937,,15,5.05,7.2156,1,5,3,4,3,4,3.306
wzee937,,15,28.6,-0.5355999999999999,4,1,1,5,4,1,3.444
wzee937,,15,12.05,4.7649,3,4,4,1,1,5,1.799
wzee937,,15,18.39,3.1473000000000004,3,4,4,1,3,4,3.643
wzee937,,15,0.82,9.521899999999999,3,4,5,5,3,4,4.679
wzee937,,15,21.23,1.782,4,1,3,4,4,1,2.51
wzee937,,15,9.8,4.963299999999999,4,1,1,5,1,5,1.033
wzee937,,15,28.09,0.2848000000000006,3,4,4,1,3,4,4.118
wzee937,,15,25.35,1.3427999999999998,3,4,3,4,3,4,2.478
wzee937,,15,28.26,1.4204999999999999,3,4,5,5,5,5,2.985
wzee937,,15,12.67,4.1689,4,1,1,5,4,1,2.699
wzee937,,15,7.09,7.437,3,4,5,5,3,4,2.64
wzee937,,15,29.25,-0.25279999999999936,4,1,3,4,5,5,1.222
wzee937,,15,29.08,-0.5692999999999991,4,1,1,5,4,1,4.547
wzee937,,15,9.27,5.2704,4,1,3,4,4,1,1.514
wzee937,,15,29.23,0.5563000000000001,3,4,3,4,5,5,3.253
wzee937,,15,24.45,2.6767000000000007,5,5,3,4,3,4,4.117
wzee937,,15,1.02,9.775400000000001,3,4,5,5,5,5,4.814
wzee937,,15,6.85,7.1567,3,4,4,5,4,1,3.117
wzee937,,15,16.96,2.6327,4,1,4,1,4,1,2.207
wzee937,,15,29.1,0.3449999999999997,3,4,4,1,5,5,4.75
wzee937,,15,29.25,-0.4178999999999993,3,4,4,1,4,1,2.571
wzee937,,15,14.68,3.5020000000000002,4,1,4,1,3,4,2.06
wzee937,,15,10.86,6.1656,3,4,5,5,3,4,1.236
wzee937,,15,6.85,6.772799999999999,4,5,4,1,4,1,1.278
wzee937,,15,2.62,8.4606,5,5,4,1,4,1,2.466
jlegions933,,15,28.57,0.47070000000000056,3,4,3,4,3,4,3.417
jlegions933,,15,5.76,6.579199999999998,2,4,3,2,2,4,4.072
jlegions933,,15,1.46,8.444199999999999,3,2,4,5,5,4,1.822
jlegions933,,15,9.55,6.5019,3,4,5,3,3,4,4.669
jlegions933,,15,21.16,2.3725000000000005,3,4,3,2,3,4,4.205
jlegions933,,15,0.63,9.358699999999999,5,4,3,2,4,5,4.477
jlegions933,,15,8.34,6.5241,5,3,3,2,3,4,4.261
jlegions933,,15,22.56,2.5064000000000006,5,3,3,4,3,4,2.744
jlegions933,,15,8.29,6.163,3,4,3,2,3,4,3.5
jlegions933,,15,19.67,4.380199999999999,5,4,4,5,5,3,4.812
jlegions933,,15,7.23,7.241700000000001,3,4,5,3,5,4,3.107
jlegions933,,15,0.88,9.949800000000002,4,5,4,5,5,3,4.138
jlegions933,,15,25.7,1.9085000000000005,5,3,5,3,3,4,4.185
jlegions933,,15,6.5,7.1,5,4,3,2,2,4,2.5
jlegions933,,15,24.75,1.6380000000000003,2,4,3,4,4,5,4.63
jlegions933,,15,12.29,6.060600000000001,5,4,3,4,4,5,2.476
jlegions933,,15,16.7,3.308500000000001,3,2,3,4,3,4,2.185
jlegions933,,15,18.28,4.0687,5,4,3,4,3,2,4.527
jlegions933,,15,7.8,7.325900000000001,5,3,5,3,4,5,2.659
jlegions933,,15,21.38,3.2800000000000002,5,4,5,3,3,4,1.94
jlegions933,,15,2.02,7.1622,3,2,3,2,3,2,2.682
jlegions933,,15,10.18,6.1206,3,2,4,5,5,4,4.746
jlegions933,,15,18.41,3.7976,5,4,2,4,2,4,3.206
jlegions933,,15,28.27,0.6472000000000003,3,4,4,5,2,4,1.282
